region,fecha,año,mes,dia,temp_media_c,temp_max_c,temp_min_c,precipitacion_mm,humedad_pct,viento_kmh,fase_enos
Zona Norte,6/6/2021,2021,6,6,22.2,24.7,20.5,2.4,89,7.4,Neutro
Zona Norte,6/7/2021,2021,6,7,22.1,25.6,20.7,30.8,94,7,Neutro
Zona Norte,6/8/2021,2021,6,8,22,24.3,19.9,54.6,96,4.1,Neutro
Zona Norte,6/9/2021,2021,6,9,22,25,19.9,19.8,90,5.4,Neutro
Zona Norte,6/10/2021,2021,6,10,21.9,25,19.8,17.5,93,3.4,Neutro
Zona Norte,6/11/2021,2021,6,11,22.3,25,20,10.4,91,4.9,Neutro
Zona Norte,6/12/2021,2021,6,12,22.5,25,20.4,2.3,89,4.9,Neutro
Zona Norte,6/13/2021,2021,6,13,22.5,25.7,19.8,5,89,4.5,Neutro
Zona Norte,6/14/2021,2021,6,14,22.2,25.1,20.3,39.1,95,4,Neutro
Zona Norte,6/15/2021,2021,6,15,22.7,26.2,20.4,25.6,90,2.9,Neutro
Zona Norte,6/16/2021,2021,6,16,22.5,25.1,20.4,15.5,93,3,Neutro
Zona Norte,6/17/2021,2021,6,17,22.5,25.8,20.4,4.9,92,5.1,Neutro
Zona Norte,6/18/2021,2021,6,18,22.3,25.7,20.5,12.9,94,6.2,Neutro
Zona Norte,6/19/2021,2021,6,19,22.8,26.6,20.5,6.2,88,7.1,Neutro
Zona Norte,6/20/2021,2021,6,20,22.5,25.7,20.3,7,89,6.7,Neutro
Zona Norte,6/21/2021,2021,6,21,22.3,25.5,20.7,5.6,90,5.7,Neutro
Zona Norte,6/22/2021,2021,6,22,22.6,25,19.8,1.6,91,4.6,Neutro
Zona Norte,6/23/2021,2021,6,23,22.8,26.6,20.5,4.4,85,8.9,Neutro
Zona Norte,6/24/2021,2021,6,24,23,26.3,20.3,0.2,80,10.2,Neutro
Zona Norte,6/25/2021,2021,6,25,22,24.2,20.4,5.7,90,5.5,Neutro
Zona Norte,6/26/2021,2021,6,26,21.4,23.2,19.9,33.2,94,4.4,Neutro
Zona Norte,6/27/2021,2021,6,27,21.6,25.2,19.6,11,92,3.4,Neutro
Zona Norte,6/28/2021,2021,6,28,22.3,25.6,20.2,12.5,90,2.7,Neutro
Zona Norte,6/29/2021,2021,6,29,22.2,24.4,19.8,4.6,92,6.1,Neutro
Zona Norte,6/30/2021,2021,6,30,22.3,25.4,20.4,4.5,90,8.2,Neutro
Zona Norte,7/1/2021,2021,7,1,22,24.2,20.8,18.7,93,5.2,Neutro
Zona Norte,7/2/2021,2021,7,2,22.4,25.6,20.2,8.2,93,5.4,Neutro
Zona Norte,7/3/2021,2021,7,3,23,26.3,19.9,1.5,84,4.5,Neutro
Zona Norte,7/4/2021,2021,7,4,22.9,25.8,19.9,17.3,85,3.7,Neutro
Zona Norte,7/5/2021,2021,7,5,22.5,26.1,19.3,22.9,89,4.1,Neutro
Zona Norte,7/6/2021,2021,7,6,22.6,27.1,19.5,2.7,87,8.2,Neutro
Zona Norte,7/7/2021,2021,7,7,22.8,26.7,20.5,3,86,12,Neutro
Zona Norte,7/8/2021,2021,7,8,22.4,25.9,20.1,7.1,92,10.5,Neutro
Zona Norte,7/9/2021,2021,7,9,21.3,22.3,20.3,23.2,98,9,Neutro
Zona Norte,7/10/2021,2021,7,10,20.5,21.2,19.5,274.6,99,3.8,Neutro
Zona Norte,7/11/2021,2021,7,11,21.6,23.9,19.6,15,93,6.7,Neutro
Zona Norte,7/12/2021,2021,7,12,21.6,24.8,20.1,15.2,97,9,Neutro
Zona Norte,7/13/2021,2021,7,13,22.1,24.4,20.1,2.4,93,8.3,Neutro
Zona Norte,7/14/2021,2021,7,14,22.1,24.6,20.8,3.9,92,10.6,Neutro
Zona Norte,7/15/2021,2021,7,15,22.7,26.1,20.5,2.5,83,12.9,Neutro
Zona Norte,7/16/2021,2021,7,16,22.7,26.5,20.2,0,76,11.1,Neutro
Zona Norte,7/17/2021,2021,7,17,22,25,20.4,8.7,89,10.1,Neutro
Zona Norte,7/18/2021,2021,7,18,22,25.3,20.2,6.9,90,12.9,Neutro
Zona Norte,7/19/2021,2021,7,19,22.6,26.6,19.7,3.7,87,13.3,Neutro
Zona Norte,7/20/2021,2021,7,20,22.7,26.4,21,5.7,87,12.5,Neutro
Zona Norte,7/21/2021,2021,7,21,22,24.5,20.2,16.8,96,13.1,Neutro
Zona Norte,7/22/2021,2021,7,22,21.3,23.3,20.2,23.8,98,13.9,Neutro
Zona Norte,7/23/2021,2021,7,23,21.5,23,20.6,29.7,99,13.4,Neutro
Zona Norte,7/24/2021,2021,7,24,21.3,22.5,20.3,106.7,99,5.5,Neutro
Zona Norte,7/25/2021,2021,7,25,22,25.2,20.5,14,94,7.3,Neutro
Zona Norte,7/26/2021,2021,7,26,21.8,25,20.2,8.3,90,4.4,Neutro
Zona Norte,7/27/2021,2021,7,27,22.1,24.4,19.8,8.5,93,4.1,Neutro
Zona Norte,7/28/2021,2021,7,28,22.2,25,20.7,18.1,95,8.1,Neutro
Zona Norte,7/29/2021,2021,7,29,22.8,26.8,20.3,7.7,88,11.1,Neutro
Zona Norte,7/30/2021,2021,7,30,23.1,27,20.4,0.2,82,10.9,Neutro
Zona Norte,7/31/2021,2021,7,31,22.9,26.2,20.8,6,86,10,Neutro
Zona Norte,8/1/2021,2021,8,1,22.2,25.6,20.4,16.8,94,12.5,Neutro
Zona Norte,8/2/2021,2021,8,2,22.3,25.5,20.6,29,95,5,Neutro
Zona Norte,8/3/2021,2021,8,3,22,24.7,20.6,34.7,96,4.2,Neutro
Zona Norte,8/4/2021,2021,8,4,22.6,25.5,21,9,91,6.6,Neutro
Zona Norte,8/5/2021,2021,8,5,22.5,24.9,21.1,8.4,92,6,Neutro
Zona Norte,8/6/2021,2021,8,6,22.4,25.1,20.4,2.9,92,8.7,Neutro
Zona Norte,8/7/2021,2021,8,7,22.1,25.1,20.7,7.2,92,6.7,Neutro
Zona Norte,8/8/2021,2021,8,8,21.6,24.3,20.1,8.4,93,7,Neutro
Zona Norte,8/9/2021,2021,8,9,22.5,26.6,19.9,0.1,82,11.7,Neutro
Zona Norte,8/10/2021,2021,8,10,22.2,25.2,20,2.7,80,9.3,Neutro
Zona Norte,8/11/2021,2021,8,11,21.8,25.7,19.6,25.6,89,5.6,Neutro
Zona Norte,8/12/2021,2021,8,12,21.7,23.6,20.3,19.2,94,5.1,Neutro
Zona Norte,8/13/2021,2021,8,13,22.3,24.9,20.6,8.4,93,5.1,Neutro
Zona Norte,8/14/2021,2021,8,14,22.1,25.9,20,35.1,90,5.5,Neutro
Zona Norte,8/15/2021,2021,8,15,22.3,25.3,20.6,12.8,88,3.8,Neutro
Zona Norte,8/16/2021,2021,8,16,23.2,26.6,20.5,1.5,81,5.6,Neutro
Zona Norte,8/17/2021,2021,8,17,23,26.4,20.3,1.7,81,4.4,Neutro
Zona Norte,8/18/2021,2021,8,18,23.4,26.7,21.3,5.5,83,3.2,Neutro
Zona Norte,8/19/2021,2021,8,19,22.6,25.1,20.1,10.3,92,3.4,Neutro
Zona Norte,8/20/2021,2021,8,20,22.4,25.4,20.2,6.1,91,5.3,Neutro
Zona Norte,8/21/2021,2021,8,21,22.2,24.9,20,25.7,92,3.9,Neutro
Zona Norte,8/22/2021,2021,8,22,22.3,25.6,20.4,50.2,93,4.1,Neutro
Zona Norte,8/23/2021,2021,8,23,22.3,25.3,20.6,13,96,3.6,Neutro
Zona Norte,8/24/2021,2021,8,24,21.8,23.9,20.5,6.1,96,3.1,Neutro
Zona Norte,8/25/2021,2021,8,25,21.1,22.1,20.2,138.9,99,4.1,Neutro
Zona Norte,8/26/2021,2021,8,26,21.6,24.7,19.9,20.8,93,3.7,Neutro
Zona Norte,8/27/2021,2021,8,27,22.2,24.7,19,3.7,88,4,Neutro
Zona Norte,8/28/2021,2021,8,28,23.4,27,20.4,0.7,83,7.9,Neutro
Zona Norte,8/29/2021,2021,8,29,22.6,25.3,20.7,4.9,87,7.7,Neutro
Zona Norte,8/30/2021,2021,8,30,22.2,25.4,20.1,33.5,90,3.8,Neutro
Zona Norte,8/31/2021,2021,8,31,22.1,25.4,20.2,50.1,93,4.2,Neutro
Zona Norte,9/1/2021,2021,9,1,22.2,25.6,20.1,5.4,91,3.6,La Niña
Zona Norte,9/2/2021,2021,9,2,23,26.5,20.5,7.6,88,3.3,La Niña
Zona Norte,9/3/2021,2021,9,3,23.3,26.9,21,1,85,6.8,La Niña
Zona Norte,9/4/2021,2021,9,4,22.6,25.2,21,8,89,7.7,La Niña
Zona Norte,9/5/2021,2021,9,5,23,26.3,20.6,2.6,86,8.4,La Niña
Zona Norte,9/6/2021,2021,9,6,22.3,26.2,19.8,13.3,88,3.6,La Niña
Zona Norte,9/7/2021,2021,9,7,22,23.9,20.7,16.1,98,3.2,La Niña
Zona Norte,9/8/2021,2021,9,8,21.9,24.2,20.4,69.5,98,3.5,La Niña
Zona Norte,9/9/2021,2021,9,9,22.3,24.7,19.7,15.9,93,3.8,La Niña
Zona Norte,9/10/2021,2021,9,10,22.8,26.3,20.7,3.8,90,5.7,La Niña
Zona Norte,9/11/2021,2021,9,11,22.3,25.8,20.2,4.9,93,5.8,La Niña
Zona Norte,9/12/2021,2021,9,12,22.1,25.6,20.4,8.9,90,5.4,La Niña
Zona Norte,9/13/2021,2021,9,13,21.6,24.3,20,14.7,97,4.9,La Niña
Zona Norte,9/14/2021,2021,9,14,22.2,25.1,19.8,15,91,4.3,La Niña
Zona Norte,9/15/2021,2021,9,15,22.9,27,20,8.8,89,4.2,La Niña
Zona Norte,9/16/2021,2021,9,16,22.7,26.1,21,5.9,90,5.3,La Niña
Zona Norte,9/17/2021,2021,9,17,22.4,25.8,20.6,8.5,88,9.7,La Niña
Zona Norte,9/18/2021,2021,9,18,22.3,24.7,21.1,4.6,90,8.3,La Niña
Zona Norte,9/19/2021,2021,9,19,23.1,26.2,20.9,0.2,80,8.8,La Niña
Zona Norte,9/20/2021,2021,9,20,22.9,26.5,19.7,0.1,79,7.3,La Niña
Zona Norte,9/21/2021,2021,9,21,22.6,26.5,19.9,2.6,81,6.2,La Niña
Zona Norte,9/22/2021,2021,9,22,22.3,25.1,20.1,7.4,90,5,La Niña
Zona Norte,9/23/2021,2021,9,23,22.4,25.8,19.9,10.9,89,5.4,La Niña
Zona Norte,9/24/2021,2021,9,24,22.7,26.1,20.9,4.7,87,6.6,La Niña
Zona Norte,9/25/2021,2021,9,25,21.9,24.2,20.6,17.5,90,6.8,La Niña
Zona Norte,9/26/2021,2021,9,26,22.3,24.6,20.5,1.6,93,8.6,La Niña
Zona Norte,9/27/2021,2021,9,27,21.9,24.2,20.6,16.6,96,7.4,La Niña
Zona Norte,9/28/2021,2021,9,28,22.1,25.8,20.2,4.6,92,5.6,La Niña
Zona Norte,9/29/2021,2021,9,29,22.4,25.7,20.2,3.2,89,4.1,La Niña
Zona Norte,9/30/2021,2021,9,30,22,25.3,19.3,10,89,5.8,La Niña
Zona Norte,10/1/2021,2021,10,1,22.3,25.9,20.2,4.2,90,7,La Niña
Zona Norte,10/2/2021,2021,10,2,22.7,26.4,20.4,0.3,79,8.2,La Niña
Zona Norte,10/3/2021,2021,10,3,22.3,26,20.7,6.6,85,6.5,La Niña
Zona Norte,10/4/2021,2021,10,4,22.1,24.4,20.4,5.1,89,5,La Niña
Zona Norte,10/5/2021,2021,10,5,22.1,24.2,20.2,6.2,95,4.9,La Niña
Zona Norte,10/6/2021,2021,10,6,22.4,25.7,20.5,15.6,94,6.4,La Niña
Zona Norte,10/7/2021,2021,10,7,21.9,24.8,20.4,24,96,6.3,La Niña
Zona Norte,10/8/2021,2021,10,8,21.9,24.7,20.5,23,97,3.6,La Niña
Zona Norte,10/9/2021,2021,10,9,22.5,26.1,20.3,1.5,90,7.7,La Niña
Zona Norte,10/10/2021,2021,10,10,22.4,26.3,19.6,6.4,86,6.5,La Niña
Zona Norte,10/11/2021,2021,10,11,22.4,25.7,20.2,4.9,91,3.9,La Niña
Zona Norte,10/12/2021,2021,10,12,22.5,25.7,19.9,9.3,89,4.6,La Niña
Zona Norte,10/13/2021,2021,10,13,22.8,26.6,19.3,1.5,85,3.4,La Niña
Zona Norte,10/14/2021,2021,10,14,23.3,26.8,20.2,3.5,86,3.8,La Niña
Zona Norte,10/15/2021,2021,10,15,23.2,27.4,19.9,15.5,81,4.4,La Niña
Zona Norte,10/16/2021,2021,10,16,22.4,25.7,20,5.3,89,4.2,La Niña
Zona Norte,10/17/2021,2021,10,17,22.4,25.6,20.4,25.2,87,3.5,La Niña
Zona Norte,10/18/2021,2021,10,18,21.8,24.8,20.3,46.6,93,4.3,La Niña
Zona Norte,10/19/2021,2021,10,19,21.7,24.5,19.5,16.6,92,3.6,La Niña
Zona Norte,10/20/2021,2021,10,20,22.4,26,19.5,0.4,89,5.1,La Niña
Zona Norte,10/21/2021,2021,10,21,22,25.8,19.7,3.9,89,4.2,La Niña
Zona Norte,10/22/2021,2021,10,22,22.2,25.6,19.5,6,90,5.2,La Niña
Zona Norte,10/23/2021,2021,10,23,22,24.1,20,16.6,93,3.2,La Niña
Zona Norte,10/24/2021,2021,10,24,22.3,25.3,20.3,38.4,91,3.7,La Niña
Zona Norte,10/25/2021,2021,10,25,22.9,26.5,20.3,2.2,89,4.2,La Niña
Zona Norte,10/26/2021,2021,10,26,22.9,26.1,20.2,1,84,7,La Niña
Zona Norte,10/27/2021,2021,10,27,23.2,26.6,19.6,0.2,82,5.1,La Niña
Zona Norte,10/28/2021,2021,10,28,23.6,27.5,20.5,2.9,82,4.7,La Niña
Zona Norte,10/29/2021,2021,10,29,23.3,27,20.8,3.8,83,3.8,La Niña
Zona Norte,10/30/2021,2021,10,30,21.4,24.6,19.9,31.1,95,4.7,La Niña
Zona Norte,10/31/2021,2021,10,31,20.6,22.1,19.9,43.9,100,5.9,La Niña
Zona Norte,11/1/2021,2021,11,1,20.9,22.4,20,18.8,97,7.3,La Niña
Zona Norte,11/2/2021,2021,11,2,20.8,23,19.7,9.9,96,10.7,La Niña
Zona Norte,11/3/2021,2021,11,3,21,24.1,19.2,9.4,92,4.3,La Niña
Zona Norte,11/4/2021,2021,11,4,21.8,25.3,19,3.6,92,2.7,La Niña
Zona Norte,11/5/2021,2021,11,5,21.9,24.8,20.1,3.6,93,2.8,La Niña
Zona Norte,11/6/2021,2021,11,6,20.9,22.7,20,15.6,98,5.3,La Niña
Zona Norte,11/7/2021,2021,11,7,20.8,22.7,19.7,10.6,97,7.9,La Niña
Zona Norte,11/8/2021,2021,11,8,20.4,22.6,19.3,29.6,97,10,La Niña
Zona Norte,11/9/2021,2021,11,9,19.5,20.4,19,76.7,99,6.5,La Niña
Zona Norte,11/10/2021,2021,11,10,20.6,24,18.7,28.8,92,6.6,La Niña
Zona Norte,11/11/2021,2021,11,11,21.6,25,19,0.9,86,6.5,La Niña
Zona Norte,11/12/2021,2021,11,12,22,25.3,20.1,1.1,81,9.4,La Niña
Zona Norte,11/13/2021,2021,11,13,21.9,25.4,19.1,0.7,75,10.7,La Niña
Zona Norte,11/14/2021,2021,11,14,21.3,24.9,18.2,0.9,87,6.7,La Niña
Zona Norte,11/15/2021,2021,11,15,21.2,24.3,19.7,6.7,90,9,La Niña
Zona Norte,11/16/2021,2021,11,16,21.1,24.5,19.4,2.3,90,7.8,La Niña
Zona Norte,11/17/2021,2021,11,17,21.2,23.9,19.6,18.4,88,7.5,La Niña
Zona Norte,11/18/2021,2021,11,18,22.1,25.2,20.3,2.2,83,9.4,La Niña
Zona Norte,11/19/2021,2021,11,19,21.2,23.9,20,2.3,88,7.7,La Niña
Zona Norte,11/20/2021,2021,11,20,20.9,24.9,19.6,4.1,91,7,La Niña
Zona Norte,11/21/2021,2021,11,21,21,23.3,19.5,2.4,92,6.3,La Niña
Zona Norte,11/22/2021,2021,11,22,21,23.5,19.6,2.7,92,9.5,La Niña
Zona Norte,11/23/2021,2021,11,23,20.9,22.9,19.6,3.6,86,9.6,La Niña
Zona Norte,11/24/2021,2021,11,24,21.3,24.3,19.5,0.6,82,8.4,La Niña
Zona Norte,11/25/2021,2021,11,25,20.9,23.5,19.8,2.9,88,7.3,La Niña
Zona Norte,11/26/2021,2021,11,26,21.3,24.4,19.7,0.9,89,8.8,La Niña
Zona Norte,11/27/2021,2021,11,27,20.9,24.3,19.4,7.3,89,9.7,La Niña
Zona Norte,11/28/2021,2021,11,28,20.3,22,19.5,45.5,99,13.6,La Niña
Zona Norte,11/29/2021,2021,11,29,20.3,20.9,19.9,93.7,100,11.3,La Niña
Zona Norte,11/30/2021,2021,11,30,20,21.8,19.3,70.6,100,13.5,La Niña
Zona Norte,12/1/2021,2021,12,1,20.2,22,18.8,11.5,97,10.5,La Niña
Zona Norte,12/2/2021,2021,12,2,20.7,23.9,19.1,8.7,91,15.1,La Niña
Zona Norte,12/3/2021,2021,12,3,20.5,23.4,19.1,14.5,97,14.1,La Niña
Zona Norte,12/4/2021,2021,12,4,21.2,25.4,18.6,5.3,92,13.9,La Niña
Zona Norte,12/5/2021,2021,12,5,21.2,23.7,19.3,6.5,92,13,La Niña
Zona Norte,12/6/2021,2021,12,6,21.7,25.1,19.4,1.6,85,13.2,La Niña
Zona Norte,12/7/2021,2021,12,7,21.7,25.3,19.6,1.4,81,12.3,La Niña
Zona Norte,12/8/2021,2021,12,8,21.6,25.3,19.3,0.6,83,13.1,La Niña
Zona Norte,12/9/2021,2021,12,9,21.6,25,19.5,0.5,74,12.7,La Niña
Zona Norte,12/10/2021,2021,12,10,21.1,25,19.1,1.4,80,11.3,La Niña
Zona Norte,12/11/2021,2021,12,11,21.7,25.7,19.2,0.2,79,8.4,La Niña
Zona Norte,12/12/2021,2021,12,12,21.2,24.9,19.2,0.7,82,10.4,La Niña
Zona Norte,12/13/2021,2021,12,13,20.2,23.5,18.8,12.7,93,13.6,La Niña
Zona Norte,12/14/2021,2021,12,14,20.2,23.3,18.6,10.7,95,13.2,La Niña
Zona Norte,12/15/2021,2021,12,15,20.8,24.1,18.9,1.3,91,9.5,La Niña
Zona Norte,12/16/2021,2021,12,16,20.5,22.9,19.2,5.7,95,11.5,La Niña
Zona Norte,12/17/2021,2021,12,17,20.9,23.6,19.3,3.5,94,11.5,La Niña
Zona Norte,12/18/2021,2021,12,18,21.6,25.1,19.5,1.3,87,11.4,La Niña
Zona Norte,12/19/2021,2021,12,19,21.5,25.5,19.1,2.5,87,8.7,La Niña
Zona Norte,12/20/2021,2021,12,20,21.3,24.5,19.6,5.1,91,10.5,La Niña
Zona Norte,12/21/2021,2021,12,21,21.1,24.3,19.1,5.5,88,5.3,La Niña
Zona Norte,12/22/2021,2021,12,22,21.5,24.5,19.9,3.3,85,8,La Niña
Zona Norte,12/23/2021,2021,12,23,19.4,20.7,18.7,24.2,96,11.2,La Niña
Zona Norte,12/24/2021,2021,12,24,19.5,20.5,18.4,31,98,11,La Niña
Zona Norte,12/25/2021,2021,12,25,20.2,21.4,19.3,20,98,12.7,La Niña
Zona Norte,12/26/2021,2021,12,26,20.5,22.4,19.5,6,96,9.3,La Niña
Zona Norte,12/27/2021,2021,12,27,21.2,24.7,19.2,0.3,91,10.8,La Niña
Zona Norte,12/28/2021,2021,12,28,21.1,24.7,18.7,0.1,83,8.7,La Niña
Zona Norte,12/29/2021,2021,12,29,21.2,24.8,18.8,0,78,7.6,La Niña
Zona Norte,12/30/2021,2021,12,30,21.3,25.2,18.7,0,82,9.2,La Niña
Zona Norte,12/31/2021,2021,12,31,21.2,24.7,18.7,0.2,82,9.8,La Niña
Zona Norte,1/1/2022,2022,1,1,21.5,25.6,18.6,0,76,10.1,La Niña
Zona Norte,1/2/2022,2022,1,2,21,24.3,18,1,82,7.2,La Niña
Zona Norte,1/3/2022,2022,1,3,21,23.5,19.9,5.5,93,12.2,La Niña
Zona Norte,1/4/2022,2022,1,4,20.7,24,19,4.1,87,17.2,La Niña
Zona Norte,1/5/2022,2022,1,5,20.4,24.5,18,1,78,11.3,La Niña
Zona Norte,1/6/2022,2022,1,6,20.1,23.8,17.3,0,75,8.8,La Niña
Zona Norte,1/7/2022,2022,1,7,20.6,24.5,17.8,0.1,80,9.6,La Niña
Zona Norte,1/8/2022,2022,1,8,20.7,23.8,18.1,0.6,79,10.8,La Niña
Zona Norte,1/9/2022,2022,1,9,21.1,24.3,18.5,0.1,72,13,La Niña
Zona Norte,1/10/2022,2022,1,10,20.6,24.6,18.1,0.6,74,12.7,La Niña
Zona Norte,1/11/2022,2022,1,11,19.7,22.9,17.9,7.9,91,15.3,La Niña
Zona Norte,1/12/2022,2022,1,12,19.9,23.9,18.1,1.7,90,10.8,La Niña
Zona Norte,1/13/2022,2022,1,13,20.1,23.2,18.2,2.7,90,8.9,La Niña
Zona Norte,1/14/2022,2022,1,14,20.3,24,18.2,0.8,86,11.3,La Niña
Zona Norte,1/15/2022,2022,1,15,20.7,24.7,18.1,2.1,87,8.8,La Niña
Zona Norte,1/16/2022,2022,1,16,20.8,24.1,17.9,0.7,87,9.4,La Niña
Zona Norte,1/17/2022,2022,1,17,21.2,24.5,18.7,0,77,13,La Niña
Zona Norte,1/18/2022,2022,1,18,19.1,20.3,17.7,18.1,95,14.1,La Niña
Zona Norte,1/19/2022,2022,1,19,20.2,23.1,18.4,13,93,15.6,La Niña
Zona Norte,1/20/2022,2022,1,20,21,25.2,18.2,0,87,12.2,La Niña
Zona Norte,1/21/2022,2022,1,21,20.6,23.4,18.5,2,90,10.6,La Niña
Zona Norte,1/22/2022,2022,1,22,21,24.6,19,4.3,92,14.3,La Niña
Zona Norte,1/23/2022,2022,1,23,20.8,23.8,18.9,1.6,82,15.7,La Niña
Zona Norte,1/24/2022,2022,1,24,20.7,25,17.9,0,76,10.6,La Niña
Zona Norte,1/25/2022,2022,1,25,20.5,24.5,16.3,0,77,7.5,La Niña
Zona Norte,1/26/2022,2022,1,26,20.8,25,16.7,0,73,10.6,La Niña
Zona Norte,1/27/2022,2022,1,27,20.7,24.5,17.4,0,71,10,La Niña
Zona Norte,1/28/2022,2022,1,28,20.8,24.7,17.5,0.1,76,8.9,La Niña
Zona Norte,1/29/2022,2022,1,29,20.5,24.1,18.6,2.2,85,11.4,La Niña
Zona Norte,1/30/2022,2022,1,30,20.1,23.6,18,2.4,88,13.5,La Niña
Zona Norte,1/31/2022,2022,1,31,18.4,19.3,17.6,29.8,99,10.6,La Niña
Zona Norte,2/1/2022,2022,2,1,20.1,24.2,17.3,0.6,87,8.9,La Niña
Zona Norte,2/2/2022,2022,2,2,20.1,24.7,16.6,0,77,8.2,La Niña
Zona Norte,2/3/2022,2022,2,3,20.8,25,17,0,76,8.5,La Niña
Zona Norte,2/4/2022,2022,2,4,21.2,25.4,18.6,0.2,80,11.2,La Niña
Zona Norte,2/5/2022,2022,2,5,20.8,24.9,18.8,0.8,79,12.2,La Niña
Zona Norte,2/6/2022,2022,2,6,20.4,23.6,18,1.6,82,12.3,La Niña
Zona Norte,2/7/2022,2022,2,7,20.5,24.3,17.3,0,83,9.2,La Niña
Zona Norte,2/8/2022,2022,2,8,20.4,23.9,18.1,24.7,87,7.7,La Niña
Zona Norte,2/9/2022,2022,2,9,20.5,24,17.9,0.7,84,10,La Niña
Zona Norte,2/10/2022,2022,2,10,20.9,24.5,18,0.4,82,10.5,La Niña
Zona Norte,2/11/2022,2022,2,11,20.9,24,19.6,3.9,90,12.8,La Niña
Zona Norte,2/12/2022,2022,2,12,21.3,25.7,19,0.3,82,12.4,La Niña
Zona Norte,2/13/2022,2022,2,13,20.5,24.3,18.4,7.5,87,13,La Niña
Zona Norte,2/14/2022,2022,2,14,19.8,21.7,18.2,16.7,96,17.3,La Niña
Zona Norte,2/15/2022,2022,2,15,20.1,22.6,18.8,10.3,92,17,La Niña
Zona Norte,2/16/2022,2022,2,16,20.5,24,18,1.5,78,15,La Niña
Zona Norte,2/17/2022,2022,2,17,20.9,25.7,16.8,0.2,75,10.7,La Niña
Zona Norte,2/18/2022,2022,2,18,20.7,24.7,18,1.7,86,11.8,La Niña
Zona Norte,2/19/2022,2022,2,19,20,23.7,17.9,3.1,82,14.3,La Niña
Zona Norte,2/20/2022,2022,2,20,20.3,24.6,16.6,0,75,14.2,La Niña
Zona Norte,2/21/2022,2022,2,21,20.3,24.7,17.7,2.5,76,14.3,La Niña
Zona Norte,2/22/2022,2022,2,22,20.3,24.8,17,0.7,77,14.6,La Niña
Zona Norte,2/23/2022,2022,2,23,20.6,25,17.7,0,74,12.8,La Niña
Zona Norte,2/24/2022,2022,2,24,21,25.4,17.5,0.1,71,12.3,La Niña
Zona Norte,2/25/2022,2022,2,25,20.8,25.2,17.4,0,71,13.6,La Niña
Zona Norte,2/26/2022,2022,2,26,20.8,25,18.2,0,68,13.3,La Niña
Zona Norte,2/27/2022,2022,2,27,20.7,25.2,17.3,0,70,10.6,La Niña
Zona Norte,2/28/2022,2022,2,28,21.1,25.2,17.6,0,70,10.6,La Niña
Zona Norte,3/1/2022,2022,3,1,21,25.1,18,0,71,12.2,La Niña
Zona Norte,3/2/2022,2022,3,2,20.9,24.1,18,1.5,80,14,La Niña
Zona Norte,3/3/2022,2022,3,3,19.9,21.2,18.9,33.4,96,13.3,La Niña
Zona Norte,3/4/2022,2022,3,4,20,22.9,18.6,35.9,96,16.8,La Niña
Zona Norte,3/5/2022,2022,3,5,20,23.4,18.1,6.9,91,13.3,La Niña
Zona Norte,3/6/2022,2022,3,6,21.3,25.3,18.2,0.1,81,9.8,La Niña
Zona Norte,3/7/2022,2022,3,7,21.5,25.4,18.8,0.1,82,10.5,La Niña
Zona Norte,3/8/2022,2022,3,8,21.2,25.2,18.4,0.2,81,9.9,La Niña
Zona Norte,3/9/2022,2022,3,9,21.5,25.6,17.5,0,79,8.4,La Niña
Zona Norte,3/10/2022,2022,3,10,21.2,24.8,17.8,0.9,81,7.5,La Niña
Zona Norte,3/11/2022,2022,3,11,21.3,25.5,17.7,1.3,80,7.6,La Niña
Zona Norte,3/12/2022,2022,3,12,21.3,25.7,17.5,3.4,85,5.8,La Niña
Zona Norte,3/13/2022,2022,3,13,20.7,23.1,19,5.4,89,11.6,La Niña
Zona Norte,3/14/2022,2022,3,14,20.9,24.5,18.5,3.2,90,13.3,La Niña
Zona Norte,3/15/2022,2022,3,15,21.7,26.1,18.7,0.4,80,12.5,La Niña
Zona Norte,3/16/2022,2022,3,16,21,25.2,18.4,1.2,85,9.6,La Niña
Zona Norte,3/17/2022,2022,3,17,22,26.3,18.7,0.2,83,8,La Niña
Zona Norte,3/18/2022,2022,3,18,22.6,26.8,19.6,0.5,83,9.6,La Niña
Zona Norte,3/19/2022,2022,3,19,21.6,25,20,0.9,84,11.9,La Niña
Zona Norte,3/20/2022,2022,3,20,20.6,23.8,18.6,9.1,85,11.7,La Niña
Zona Norte,3/21/2022,2022,3,21,20.7,24.3,18.3,4.1,87,12,La Niña
Zona Norte,3/22/2022,2022,3,22,21.5,25.7,18.4,1.1,85,10.3,La Niña
Zona Norte,3/23/2022,2022,3,23,21.9,25.5,19,2.7,87,9.4,La Niña
Zona Norte,3/24/2022,2022,3,24,22,25.9,19.6,0.7,83,11.3,La Niña
Zona Norte,3/25/2022,2022,3,25,21.6,25.1,19.3,0.2,71,11.3,La Niña
Zona Norte,3/26/2022,2022,3,26,21.7,26,18.6,0,70,12,La Niña
Zona Norte,3/27/2022,2022,3,27,21.7,25.8,19.2,0,72,11.5,La Niña
Zona Norte,3/28/2022,2022,3,28,21.5,25.7,18.3,0.3,77,12.2,La Niña
Zona Norte,3/29/2022,2022,3,29,22,26,19.3,0.7,87,14.4,La Niña
Zona Norte,3/30/2022,2022,3,30,22.3,26.8,18.9,0.1,82,10.7,La Niña
